식품명,식품대분류명,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),칼슘(mg),칼륨(mg),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),과당(g),유당(g),자당(g),포도당(g),식품중량,식종
커피(타먹는커피),음료 및 차류,51,0.2,0.5,1.17,,9.81,6.15,17.0,124.0,2,0.0,1.1,,,,,,100ml,한식
감자범벅,"곡류, 서류 제품",95,94.8,2.3,0.05,,21.91,4.44,11.0,479.0,600,0.0,0.04,,,,,,112.30ml,한식
파강회,"채소, 해조류",42,37.5,1.2,1.71,,6.33,3.39,38.0,165.0,276,0.0,0.29,,,,,,85ml,한식
모듬회,수·조·어·육류,133,82.0,22.5,2.31,,5.15,2.44,42.0,327.0,493,42.14,0.44,,,,,,150ml,한식
고구마밥,밥류,139,13.0,2.3,0.35,,30.44,1.6,4.0,82.0,2,0.0,0.1,,,,,,216ml,한식
밤밥,밥류,152,9.8,3.4,0.23,,32.65,0.42,6.0,147.0,3,0.0,0.07,,,,,,209.80ml,한식
소고기 덮밥,밥류,120,21.6,3.3,3.07,,18.92,0.69,6.0,77.0,77,8.5,1.23,,,,,,387.90ml,한식
순 현미밥,밥류,129,4.1,2.6,0.72,,27.59,0.41,1.0,92.0,8,0.0,0.17,,,,,,250ml,한식
오징어 덮밥,밥류,94,25.0,4.4,0.47,,17.35,1.09,5.0,107.0,78,35.06,0.12,,,,,,420ml,한식
채소밥,밥류,114,19.3,2.6,0.91,,23.06,0.35,7.0,88.0,134,0.0,0.18,,,,,,267.30ml,한식
김치 고기만두,면 및 만두류,294,82.5,16.2,5.26,,42.38,1.44,36.0,392.0,552,23.02,1.26,,,,,,82ml,한식
감자스프,죽 및 스프류,86,56.6,2.9,4.45,,8.13,2.33,57.0,125.0,20,12.77,2.5,,,,,,200ml,한식
들깨죽,죽 및 스프류,155,3.5,3.8,5.9,,21.49,0.26,40.0,80.0,631,0.0,0.63,,,,,,128ml,한식
애호박죽,죽 및 스프류,77,19.3,1.4,0.96,,15.0,0.43,5.0,75.0,57,0.0,0.16,,,,,,171.50ml,한식
찹쌀죽,죽 및 스프류,63,2.3,1.1,0.27,,13.39,0.05,1.0,18.0,130,0.0,0.06,,,,,,291.90ml,한식
흰죽,죽 및 스프류,64,2.2,1.2,0.28,,13.49,0.09,1.0,16.0,130,0.0,0.07,,,,,,291.90ml,한식
들깨국,국 및 탕류,14,71.8,0.58,0.76,,1.42,0.33,12.0,82.0,110,0.0,0.06,,,,,,190ml,한식
배추국,국 및 탕류,9,19.5,1.3,0.1,,0.89,0.37,43.0,74.0,113,10.5,0.03,,,,,,165.60ml,한식
소고기육개장,국 및 탕류,26,62.5,2.07,1.46,,1.38,0.32,13.0,92.0,105,9.16,0.44,,,,,,200ml,한식
굴 미역국,국 및 탕류,16,10.8,1.9,0.47,,1.9,0.12,83.0,229.0,382,1.46,0.09,,,,,,280ml,한식
달래 된장국,국 및 탕류,39,32.8,3.0,1.85,,2.55,0.79,19.0,99.0,188,3.84,0.46,,,,,,243.40ml,한식
대합 미역국,국 및 탕류,7,4.7,0.8,0.24,,0.57,0.04,14.0,41.0,123,2.07,0.03,,,,,,227.70ml,한식
바지락국,국 및 탕류,17,17.2,2.2,0.52,,0.74,0.11,14.0,28.0,225,1.23,0.09,,,,,,203.30ml,한식
소고기 무국,국 및 탕류,23,13.9,1.6,1.49,,0.53,0.17,3.0,51.0,135,5.2,0.46,,,,,,251.90ml,한식
양배추 된장국,국 및 탕류,34,34.1,2.9,0.89,,3.93,1.61,50.0,128.0,313,9.07,0.16,,,,,,184.40ml,한식
열무 된장국,국 및 탕류,20,26.7,2.1,0.51,,2.09,0.48,65.0,136.0,338,7.89,0.1,,,,,,152.50ml,한식
청포묵국,국 및 탕류,44,33.5,2.9,2.62,,2.16,0.16,6.0,85.0,55,9.19,0.81,,,,,,142.60ml,한식
콩나물 된장국,국 및 탕류,26,25.7,2.6,0.7,,3.0,0.82,43.0,107.0,292,2.37,0.13,,,,,,164.40ml,한식
호박잎 된장국,국 및 탕류,17,133.5,1.3,0.37,,2.53,0.54,32.0,151.0,183,0.06,0.06,,,,,,180ml,한식
홍합 무국,국 및 탕류,19,28.3,2.7,0.24,,1.36,0.2,30.0,60.0,85,8.35,0.06,,,,,,170.70ml,한식
두부찌개,찌개 및 전골류,30,23.3,2.3,0.79,,3.75,1.02,33.0,110.0,202,1.58,0.13,,,,,,222.80ml,한식
굴 두부찌개,찌개 및 전골류,21,26.3,2.2,0.66,,1.48,0.44,29.0,50.0,98,4.11,0.1,,,,,,326.70ml,한식
두부 명란찌개,찌개 및 전골류,33,22.9,3.5,1.07,,2.72,0.66,14.0,64.0,238,26.41,0.16,,,,,,170.60ml,한식
두부 애호박찌개,찌개 및 전골류,27,29.5,2.0,0.62,,3.6,0.88,26.0,99.0,61,4.84,0.11,,,,,,234.60ml,한식
명란찌개,찌개 및 전골류,27,23.1,3.1,0.58,,2.74,0.84,10.0,79.0,367,44.64,0.08,,,,,,263.30ml,한식
소고기 떡찜,찜류,303,65.2,10.6,14.48,,32.19,1.45,18.0,255.0,357,37.11,5.4,,,,,,78.40ml,한식
소사태찜,찜류,137,96.2,12.6,4.65,,10.44,2.9,18.0,394.0,246,29.09,1.25,,,,,,95.30ml,한식
제육(돼지고기 수육),찜류,139,44.5,11.9,8.5,,2.4,0.75,12.0,224.0,248,40.48,3.06,,,,,,80ml,한식
삼치 양념구이,구이류,189,97.6,22.8,4.14,,15.38,4.18,27.0,619.0,570,73.47,0.96,,,,,,68.60ml,한식
삼치 카레구이,구이류,213,100.9,27.1,9.05,,3.71,0.44,12.0,546.0,320,95.4,2.26,,,,,,75.60ml,한식
햄전,전·적 및 부침류,200,42.2,10.2,13.66,,8.23,0.78,21.0,181.0,300,71.53,3.71,,,,,,56.90ml,한식
애호박부침개,전·적 및 부침류,159,58.5,4.6,6.56,,19.42,1.2,19.0,153.0,429,48.65,1.22,,,,,,53.40ml,한식
연근전,전·적 및 부침류,82,29.9,1.9,3.52,,10.21,0.57,12.0,163.0,14,16.93,0.6,,,,,,108.40ml,한식
참치 완자전,전·적 및 부침류,220,96.5,18.8,8.84,,14.84,1.73,30.0,395.0,962,68.45,1.37,,,,,,57.80ml,한식
해물 채소전,전·적 및 부침류,195,58.6,10.7,7.77,,18.92,1.24,30.0,190.0,267,92.27,1.34,,,,,,60ml,한식
고추장볶음,볶음류,235,83.0,8.96,4.85,,43.37,19.22,25.0,418.0,1562,17.21,1.38,,,,,,20ml,한식
파래볶음,볶음류,61,48.7,1.2,5.95,,1.85,0.07,28.0,73.0,60,0.0,0.89,,,,,,50.70ml,한식
돼지고기 피망잡채,볶음류,95,60.9,9.5,3.95,,5.09,2.07,9.0,225.0,266,26.49,1.11,,,,,,170ml,한식
부추잡채,볶음류,75,44.9,4.9,4.36,,3.89,2.71,13.0,113.0,177,9.29,0.82,,,,,,86.50ml,한식
세발낙지볶음,볶음류,88,110.5,11.6,0.9,,8.35,3.09,27.0,354.0,367,85.95,0.27,,,,,,110ml,한식
양념두부,볶음류,68,51.3,6.2,3.39,,2.99,0.09,41.0,105.0,105,0.0,0.51,,,,,,66.40ml,한식
폭찹,볶음류,124,56.5,12.2,5.35,,5.73,3.49,8.0,275.0,164,27.47,1.3,,,,,,99ml,한식
꽈리고추 오징어조림,조림류,135,34.2,14.3,5.67,,6.39,3.45,60.0,259.0,388,182.89,0.98,,,,,,87.70ml,한식
닭다리조림,조림류,179,77.6,14.0,8.87,,9.13,3.22,23.0,305.0,153,55.34,2.67,,,,,,80.40ml,한식
마늘쫑조림,조림류,217,140.8,4.9,10.6,,31.38,10.19,93.0,426.0,956,0.0,1.62,,,,,,46.10ml,한식
메추리알장조림,조림류,151,79.8,11.3,6.79,,8.89,2.55,51.0,217.0,983,301.21,2.15,,,,,,61.50ml,한식
삶은 땅콩 조림,조림류,190,25.9,6.8,9.74,,21.15,3.82,27.0,122.0,756,0.0,1.35,,,,,,65.50ml,한식
임연수조림,조림류,144,94.5,15.9,5.54,,6.95,3.92,24.0,158.0,287,50.97,1.18,,,,,,56ml,한식
뱅어포튀김,튀김류,732,15.3,41.2,45.09,,34.04,0.0,604.0,757.0,414,694.54,7.47,,,,,,10.20ml,한식
연어튀김,튀김류,149,48.7,13.1,5.71,,9.66,0.01,28.0,215.0,971,59.01,1.01,,,,,,70.90ml,한식
장어튀김,튀김류,209,45.9,10.2,14.75,,6.64,0.01,97.0,169.0,899,137.7,3.71,,,,,,67.20ml,한식
참치강정,튀김류,230,60.9,18.7,7.26,,21.18,6.04,19.0,301.0,760,28.37,1.35,,,,,,67.80ml,한식
숙주미나리나물,나물·숙채류,17,50.0,1.07,0.9,,1.79,0.34,14.0,71.0,158,0.0,0.14,,,,,,60ml,한식
양배추나물,나물·숙채류,71,79.9,2.2,3.76,,8.69,4.42,58.0,265.0,799,0.02,0.58,,,,,,40.20ml,한식
갑오징어무침,생채·무침류,50,46.4,5.31,0.74,,5.89,3.06,17.0,183.0,225,94.82,0.12,,,,,,100ml,한식
오징어무침,생채·무침류,83,90.6,9.7,1.49,,8.03,4.92,28.0,363.0,191,107.22,0.3,,,,,,70.40ml,한식
치커리 겉절이,생채·무침류,58,85.9,2.9,3.0,,6.04,0.6,85.0,376.0,506,0.0,0.47,,,,,,32.40ml,한식
닭고기 샐러드,생채·무침류,88,55.2,6.7,5.55,,2.82,0.61,14.0,171.0,394,18.4,0.86,,,,,,58.60ml,한식
미나리 초무침,생채·무침류,49,86.0,2.1,1.76,,7.89,3.76,48.0,269.0,575,0.0,0.28,,,,,,36.50ml,한식
브로콜리 채소무침,생채·무침류,34,41.7,1.7,0.35,,7.21,2.98,20.0,155.0,182,4.67,0.07,,,,,,50ml,한식
쑥갓무침,생채·무침류,40,90.1,2.5,1.96,,4.01,0.24,93.0,276.0,237,0.0,0.31,,,,,,34.20ml,한식
양배추 사과 샐러드,생채·무침류,136,59.0,0.8,10.74,,10.14,7.29,19.0,141.0,73,3.04,1.53,,,,,,55.40ml,한식
양배추오이  샐러드,생채·무침류,188,98.0,1.8,17.09,,8.2,4.28,42.0,240.0,120,4.94,2.47,,,,,,34.10ml,한식
열무 겉절이,생채·무침류,25,51.4,1.6,0.26,,4.78,1.74,88.0,221.0,1129,2.01,0.05,,,,,,68.80ml,한식
오징어미역초무침,생채·무침류,87,84.6,15.0,1.72,,5.24,0.65,102.0,772.0,1133,153.4,0.39,,,,,,33.30ml,한식
양념초장,"장류, 양념류",134,78.8,10.4,1.03,,21.8,1.39,39.0,677.0,4784,0.0,0.17,,,,,,5ml,한식
돼지고기 덮밥,밥류,165,42.1,7.92,2.72,,26.17,1.91,13.0,208.0,143,22.86,0.85,,,,,,330ml,한식
핫케이크,빵 및 과자류,193,22.5,4.7,5.18,,30.48,5.54,30.0,66.0,339,51.44,2.59,,,,,,222ml,한식
유부국,국 및 탕류,17,89.5,1.08,1.02,,1.13,0.2,22.0,61.0,162,0.0,0.16,,,,,,190ml,한식
김치 청국장찌개,찌개 및 전골류,30,100.1,2.6,0.9,,3.2,0.79,22.0,159.0,191,1.52,0.19,,,,,,210ml,한식
동태 매운탕,찌개 및 전골류,25,60.2,3.3,0.5,,1.98,0.54,17.0,118.0,184,7.8,0.08,,,,,,610ml,한식
돼지갈비전골,찌개 및 전골류,227,87.5,16.6,15.14,,5.07,3.24,20.0,330.0,332,66.63,3.99,,,,,,85.80ml,한식
버섯 매운탕,찌개 및 전골류,45,51.4,2.4,1.36,,6.93,1.46,9.0,199.0,160,4.14,0.4,,,,,,800ml,한식
돼지고기찜,찜류,109,57.3,10.82,3.25,,8.89,2.09,10.0,231.0,220,31.97,1.13,,,,,,250ml,한식
북어구이,구이류,287,24.9,46.5,5.91,,10.53,3.15,206.0,873.0,932,219.37,1.1,,,,,,41.20ml,한식
달걀후라이,전·적 및 부침류,178,66.9,11.0,12.76,,3.05,0.19,46.0,116.0,218,289.87,3.18,,,,,,60ml,한식
돼지등심 장조림,조림류,111,53.4,16.0,2.38,,4.75,3.05,7.0,268.0,410,33.6,0.85,,,,,,77.30ml,한식
무 어묵조림,조림류,112,80.4,6.3,3.06,,14.92,4.44,36.0,211.0,622,9.12,0.53,,,,,,65.70ml,한식
소시지조림,조림류,196,67.7,11.4,11.1,,12.66,4.49,32.0,343.0,1128,41.42,3.7,,,,,,53.20ml,한식
오징어포조림,조림류,133,12.2,15.5,1.77,,13.03,5.79,61.0,220.0,449,209.6,0.43,,,,,,67.60ml,한식
삼치튀김,튀김류,136,53.2,13.7,6.82,,3.69,0.02,9.0,254.0,929,72.42,1.33,,,,,,63.90ml,한식
배추숙주나물,나물·숙채류,22,69.6,1.5,0.62,,3.58,1.33,22.0,179.0,127,0.0,0.11,,,,,,44ml,한식
호박나물,나물·숙채류,38,45.4,0.7,2.71,,3.16,1.44,18.0,115.0,213,0.79,0.38,,,,,,55ml,한식
오이모듬무침,생채·무침류,34,73.1,1.4,0.58,,6.89,3.85,23.0,192.0,305,0.24,0.1,,,,,,70ml,한식
양배추김치,김치류,39,73.1,2.2,0.39,,8.29,4.0,54.0,296.0,2099,5.19,0.09,,,,,,54.70ml,한식
양파장아찌,장아찌·절임류,63,69.2,0.6,0.03,,16.05,15.42,17.0,112.0,6050,0.0,0.01,,,,,,50ml,한식
감자밥,밥류,130,15.1,2.4,0.14,,28.45,0.01,3.0,113.0,2,0.0,0.05,,,,,,261.50ml,한식
나폴리탄 스파게티,면 및 만두류,116,32.6,3.6,1.38,,22.5,3.81,17.0,196.0,206,0.98,0.29,,,,,,360ml,한식
미역냉국,국 및 탕류,26,21.9,0.9,1.65,,2.58,0.89,21.0,135.0,643,0.03,0.26,,,,,,160ml,한식
가지냉국,국 및 탕류,19,52.5,1.1,0.39,,3.42,1.4,16.0,168.0,654,0.0,0.08,,,,,,160ml,한식
감자 호박된장국,국 및 탕류,25,21.5,2.1,0.43,,3.51,0.55,48.0,177.0,377,9.39,0.09,,,,,,320ml,한식
멸치 미역국,국 및 탕류,9,1.2,1.1,0.38,,0.71,0.0,39.0,88.0,375,2.38,0.07,,,,,,320ml,한식
버섯국,국 및 탕류,42,38.8,3.3,2.43,,2.71,0.5,11.0,189.0,161,7.66,0.72,,,,,,320ml,한식
삼색 오이냉국,국 및 탕류,17,51.3,0.6,0.21,,3.52,2.68,10.0,78.0,234,0.0,0.04,,,,,,160ml,한식
소고기 두부국,국 및 탕류,34,15.5,2.8,2.18,,0.62,0.04,8.0,48.0,160,6.14,0.61,,,,,,320ml,한식
애호박 된장국,국 및 탕류,23,28.7,2.0,0.48,,3.18,0.97,50.0,150.0,283,1.78,0.09,,,,,,320ml,한식
오이 미역냉국,국 및 탕류,13,20.9,0.7,0.21,,2.91,1.84,20.0,124.0,338,0.0,0.04,,,,,,270ml,한식
망둥어찜,찜류,52,63.9,8.5,0.7,,2.96,0.68,20.0,294.0,202,36.7,0.12,,,,,,175.50ml,한식
오리 간장불고기,구이류,98,67.7,12.6,2.41,,6.16,2.93,15.0,242.0,313,54.37,0.76,,,,,,180ml,한식
유부조림,조림류,254,18.6,13.7,18.34,,7.95,3.23,298.0,92.0,243,0.0,2.85,,,,,,100ml,한식
감자연근튀김,튀김류,149,48.2,3.8,4.31,,22.74,0.38,28.0,242.0,405,42.18,0.85,,,,,,155.90ml,한식
무생채(무만),생채·무침류,30,65.5,1.03,0.56,,5.77,2.57,22.0,253.0,249,0.0,0.09,,,,,,120ml,한식
고추장아찌 무침,생채·무침류,62,22.5,1.5,0.9,,13.91,4.8,11.0,175.0,697,0.0,0.15,,,,,,37.60ml,한식
무 파래무침,생채·무침류,23,60.6,1.1,0.38,,4.86,2.62,26.0,146.0,221,0.0,0.07,,,,,,130ml,한식
북어채 고추장 무침,생채·무침류,296,34.3,36.6,10.34,,14.1,4.13,198.0,716.0,942,108.12,1.57,,,,,,31.30ml,한식
깻잎장아찌,장아찌·절임류,65,49.4,3.7,0.72,,12.9,5.28,154.0,327.0,520,0.0,0.15,,,,,,82.90ml,한식
덮밥,밥류,150,65.9,5.88,3.34,0.8,24.12,2.16,15.0,95.0,212,32.45,0.37,0.01,0.5,0.0,0.97,0.56,350g,한식
초밥,밥류,160,61.2,9.66,1.59,0.86,26.72,1.4,14.0,161.0,142,19.43,0.41,0.02,0.0,0.0,1.4,0.0,380g,한식
콩밥,밥류,165,59.7,4.53,1.12,0.35,34.3,0.0,13.0,86.0,3,0.0,0.14,0.0,0.0,0.0,0.0,0.0,200g,한식
경단,빵 및 과자류,240,47.3,6.28,6.72,1.09,38.58,0.61,178.0,75.0,203,0.0,0.99,0.0,0.11,0.0,0.13,0.1,100g,한식
송편,빵 및 과자류,219,48.3,4.65,3.23,1.02,42.83,1.98,96.0,50.0,260,0.0,0.62,0.0,1.0,0.0,0.04,0.75,100g,한식
도넛,빵 및 과자류,515,10.9,7.85,33.17,1.97,46.16,11.6,50.0,176.0,537,47.22,4.49,0.25,0.0,0.0,11.6,0.0,100g,한식
샌드위치,빵 및 과자류,240,53.2,12.18,11.92,1.78,20.96,3.09,58.0,200.0,438,28.07,3.16,0.17,0.1,0.45,0.02,1.56,230g,한식
케이크,빵 및 과자류,312,36.1,7.36,11.83,0.68,44.01,24.64,32.0,98.0,143,142.59,1.82,0.03,1.23,0.35,20.9,1.41,100g,한식
파이/만주,빵 및 과자류,185,57.9,2.54,3.91,0.84,34.83,7.11,20.0,94.0,204,14.39,1.95,0.17,4.75,0.0,0.73,1.3,100g,한식
냉면,면 및 만두류,55,86.5,1.96,0.64,0.58,10.31,4.52,7.0,49.0,161,15.35,0.16,0.0,0.64,0.0,1.79,0.82,700g,한식
만두,면 및 만두류,159,64.8,12.38,4.45,1.02,17.4,0.16,20.0,186.0,206,19.91,0.61,0.02,0.16,0.0,0.0,0.0,220g,한식
메밀국수,면 및 만두류,63,83.9,3.14,0.29,0.64,12.06,0.0,9.0,75.0,194,0.0,0.12,0.0,0.0,0.0,0.0,0.0,350g,한식
스프,죽 및 스프류,105,81.6,2.41,7.04,0.93,8.06,2.52,41.0,224.0,170,17.01,3.93,0.1,0.21,1.39,0.08,0.17,100g,한식
굴국,국 및 탕류,25,93.4,2.41,0.36,0.93,2.93,0.14,20.0,107.0,251,8.78,0.09,0.0,0.04,0.0,0.0,0.1,500g,한식
냉국,국 및 탕류,37,90.8,0.19,0.67,0.88,7.51,4.49,24.0,116.0,148,0.0,0.01,0.0,0.11,0.0,4.22,0.16,350g,한식
달걀탕,국 및 탕류,29,94.7,1.78,2.04,0.56,0.94,0.0,13.0,108.0,101,34.05,0.37,0.0,0.0,0.0,0.0,0.0,350g,한식
된장국,국 및 탕류,25,93.4,1.09,0.6,1.24,3.7,0.77,18.0,132.0,357,0.0,0.05,0.0,0.13,0.0,0.32,0.33,400g,한식
묵국,국 및 탕류,22,94.3,1.0,0.4,0.77,3.57,0.28,10.0,76.0,238,0.0,0.03,0.0,0.18,0.0,0.1,0.0,400g,한식
해장국,국 및 탕류,26,93.7,3.19,0.97,1.04,1.06,0.63,10.0,78.0,346,9.45,0.21,0.0,0.38,0.0,0.11,0.15,800g,한식
매운탕,찌개 및 전골류,22,93.9,4.49,0.4,1.05,0.19,0.0,51.0,104.0,250,19.2,0.15,0.01,0.0,0.0,0.0,0.0,600g,한식
샤브샤브,찌개 및 전골류,30,93.1,3.88,0.9,0.55,1.57,0.53,3.0,43.0,51,7.55,0.62,0.03,0.02,0.0,0.0,0.06,350g,한식
순두부찌개,찌개 및 전골류,35,92.6,2.98,1.59,0.73,2.17,0.32,14.0,126.0,151,4.6,0.46,0.01,0.09,0.0,0.16,0.07,200g,한식
고구마,찜류,139,64.6,1.67,0.24,1.04,32.47,16.32,20.0,402.0,10,0.0,0.05,0.01,0.62,0.0,4.11,1.06,200g,한식
갈비찜,찜류,85,81.2,7.25,3.17,1.39,6.95,0.75,33.0,251.0,272,33.38,0.85,0.1,0.12,0.0,0.04,0.36,300g,한식
감자,찜류,70,81.6,2.16,0.16,1.06,15.01,0.86,10.0,480.0,3,0.0,0.03,0.0,0.31,0.0,0.42,0.14,200g,한식
사태찜,찜류,110,77.8,12.1,5.17,1.23,3.67,0.13,13.0,145.0,302,94.95,1.13,0.14,0.02,0.0,0.11,0.0,300g,한식
수육,찜류,166,63.8,28.43,4.94,0.82,2.04,0.11,6.0,134.0,31,88.3,1.89,0.26,0.11,0.0,0.0,0.0,300g,한식
옥수수,찜류,185,55.3,6.68,2.42,1.37,34.2,2.36,5.0,306.0,90,0.0,0.29,0.0,0.1,0.0,2.11,0.16,200g,한식
콩나물찜,찜류,56,86.2,6.67,1.01,1.17,4.97,0.0,38.0,186.0,223,64.85,0.21,0.0,0.0,0.0,0.0,0.0,200g,한식
갈비구이,구이류,241,56.1,25.91,14.55,1.84,1.59,0.26,34.0,273.0,402,77.75,5.62,0.6,0.05,0.0,0.0,0.0,300g,한식
곱창구이,구이류,184,64.8,14.89,11.73,3.85,4.71,1.11,29.0,272.0,1315,196.11,4.11,0.31,0.57,0.0,0.05,0.49,150g,한식
김구이,구이류,470,2.2,20.4,30.2,18.0,29.0,0.2,371.0,1214.0,4011,0.0,3.0,0.2,0.0,0.0,0.0,0.0,5g,한식
꼬치구이,구이류,245,55.2,17.85,14.7,1.86,10.35,1.66,16.0,294.0,417,76.62,4.16,0.13,0.22,0.0,0.14,0.01,170g,한식
스테이크,구이류,194,60.4,30.22,8.07,1.15,0.14,0.0,6.0,332.0,134,84.18,3.85,0.35,0.0,0.0,0.0,0.0,200g,한식
장어구이,구이류,259,55.0,19.82,17.21,1.83,6.18,0.44,165.0,262.0,322,131.89,4.68,0.34,0.41,0.0,0.03,0.0,100g,한식
조개구이,구이류,130,67.6,17.43,2.07,2.43,10.44,3.6,18.0,354.0,454,25.29,0.09,0.0,1.38,0.0,0.37,1.27,180g,한식
산적,전·적 및 부침류,200,58.5,29.06,8.56,2.31,1.55,0.06,18.0,311.0,586,56.15,2.41,0.05,0.06,0.0,0.0,0.0,170g,한식
곱창볶음,볶음류,130,70.2,7.23,3.0,1.08,18.52,3.27,36.0,170.0,215,76.08,1.05,0.01,0.33,0.0,1.3,1.09,230g,한식
버섯볶음,볶음류,94,82.5,2.8,6.2,1.68,6.78,4.24,5.0,187.0,524,0.0,0.8,0.04,0.64,0.0,1.22,0.64,50g,한식
삼겹살볶음,볶음류,151,72.9,5.76,10.49,2.46,8.4,3.62,50.0,365.0,604,13.36,3.36,0.13,1.46,0.0,0.54,1.62,200g,한식
햄볶음,볶음류,183,65.9,10.47,11.37,2.65,9.6,3.33,34.0,227.0,803,32.49,3.6,0.08,0.7,0.0,1.15,1.06,220g,한식
장조림,조림류,138,72.4,9.85,7.12,2.02,8.67,6.87,38.0,180.0,628,246.68,2.07,0.03,3.22,0.0,0.1,3.29,100g,한식
닭다리튀김,튀김류,323,41.9,18.86,19.6,1.78,17.88,3.71,20.0,324.0,410,58.97,4.78,0.17,0.0,0.0,1.82,0.17,200g,한식
취나물,나물·숙채류,44,89.8,3.08,1.66,1.37,4.12,0.84,99.0,229.0,235,0.0,0.19,0.01,0.26,0.0,0.0,0.59,90g,한식
겉절이,생채·무침류,55,87.6,2.28,2.14,1.38,6.58,1.3,55.0,291.0,328,2.9,0.42,0.06,0.26,0.0,0.0,0.98,50g,한식
냉채,생채·무침류,90,79.1,13.08,1.95,0.9,5.0,4.8,17.0,201.0,151,46.32,0.5,0.01,0.63,0.0,3.62,0.55,240g,한식
묵무침,생채·무침류,74,84.2,0.93,2.95,1.03,10.92,1.82,17.0,99.0,319,0.0,0.38,0.01,0.9,0.0,0.0,0.92,200g,한식
버섯무침,생채·무침류,59,89.0,2.74,3.77,1.09,3.44,0.09,8.0,117.0,311,0.0,0.46,0.01,0.09,0.0,0.0,0.0,150g,한식
샐러드,생채·무침류,126,77.5,1.31,7.99,0.99,12.25,3.75,8.0,241.0,236,4.53,1.36,0.06,2.21,0.0,0.05,1.48,150g,한식
물김치,김치류,5,98.1,0.31,0.08,0.77,0.75,0.35,21.0,45.0,237,0.0,0.01,0.0,0.04,0.0,0.0,0.08,400g,한식
갈치젓,젓갈류,149,53.8,15.53,5.08,15.33,10.28,4.91,256.0,728.0,5023,112.27,1.87,0.03,4.03,0.0,0.0,0.88,90g,한식
멸치젓,젓갈류,90,63.2,11.4,1.6,16.4,7.4,0.6,543.0,364.0,6667,117.6,0.8,0.0,0.0,0.0,0.0,0.4,5g,한식
새우젓,젓갈류,69,66.8,7.1,1.8,18.2,6.0,0.5,735.0,298.0,7402,69.8,0.3,0.0,0.0,0.0,0.1,0.5,10g,한식
오징어젓,젓갈류,60,79.7,10.1,0.7,6.1,3.4,2.4,28.0,233.0,2151,144.7,0.2,0.0,1.2,0.0,0.1,1.0,10g,한식
꽃게장,젓갈류,62,82.8,7.02,1.1,3.06,6.04,4.21,65.0,230.0,1089,48.91,0.16,0.0,0.4,0.0,0.35,0.76,250g,한식
리소토/리조또,밥류,187,67.7,3.11,12.29,1.04,15.9,2.09,27.0,107.0,253,9.86,6.24,0.05,,,,,888g,한식
모싯잎송편,빵 및 과자류,190,52.2,5.65,0.66,1.22,40.29,3.18,88.0,142.0,262,0.0,0.24,0.0,,,,,100g,한식
다식,빵 및 과자류,369,11.9,8.3,4.48,1.35,73.97,26.65,139.0,365.0,13,0.0,0.89,0.01,7.23,0.0,3.1,6.1,30g,한식
앙금빵,빵 및 과자류,372,30.5,7.0,19.72,1.12,41.64,16.29,30.0,136.0,221,31.27,10.53,0.39,,,,,100g,한식
크로켓(고로케),빵 및 과자류,301,43.9,7.13,16.38,1.45,31.19,3.37,32.0,144.0,403,41.89,3.59,0.15,1.25,0.0,0.07,1.15,100g,한식
라멘,면 및 만두류,91,82.4,3.82,5.09,1.32,7.38,1.17,19.0,84.0,427,21.5,0.71,0.01,,,,,1669g,한식
밀면,면 및 만두류,71,81.9,2.46,0.5,0.98,14.19,3.68,12.0,44.0,303,7.37,0.15,0.0,,,,,100g,한식
볶음면,면 및 만두류,190,66.2,6.55,12.1,1.3,13.81,3.86,23.0,121.0,367,15.33,2.94,0.58,,,,,470g,한식
비빔면,면 및 만두류,153,67.1,5.7,5.48,1.57,20.17,4.33,12.0,195.0,373,7.97,1.06,0.03,,,,,1154g,한식
탄탄면,면 및 만두류,174,64.8,5.73,7.4,1.11,21.0,3.1,13.0,92.0,339,6.52,1.02,0.04,,,,,599g,한식
묵말이,국 및 탕류,36,91.2,0.52,0.65,0.68,6.9,0.48,13.0,40.0,247,0.0,0.09,0.0,0.06,0.0,0.0,0.01,1300g,한식
지리탕,국 및 탕류,44,89.2,6.93,1.03,1.15,1.65,0.25,57.0,142.0,246,47.18,0.18,0.02,0.12,0.0,0.03,0.08,600g,한식
홍합탕,국 및 탕류,29,92.4,3.68,0.57,1.13,2.28,0.0,32.0,65.0,303,25.13,0.14,0.01,,,,,100g,한식
나베,찌개 및 전골류,170,68.4,5.41,9.52,1.02,15.71,3.53,10.0,126.0,413,39.77,1.46,0.06,,,,,1166g,한식
밀푀유나베,찌개 및 전골류,55,88.9,4.13,3.11,1.32,2.52,1.5,14.0,170.0,397,7.99,0.39,0.06,,,,,1269g,한식
불고기전골,찌개 및 전골류,104,78.3,5.96,4.34,1.04,10.38,5.3,12.0,178.0,296,19.49,1.18,0.4,,,,,803g,한식
훠궈,찌개 및 전골류,93,82.0,4.81,5.11,1.29,6.83,1.13,16.0,149.0,390,9.65,0.97,0.07,,,,,100g,한식
김치찜,찜류,97,78.5,10.14,3.67,1.89,5.75,2.84,24.0,303.0,412,29.23,1.2,0.02,,,,,700g,한식
돼지고기,찜류,164,63.2,29.36,4.44,1.44,1.56,0.2,9.0,158.0,62,386.25,1.83,0.03,,,,,100g,한식
